etID  | Proto-Indo-European | Proto-Balkan-Indo-European | Archaic Proto-Albanian | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk | Old North Tosk | Standard Albanian | Output {GOLD}
454    | ... | ... | ... | ... | ... | ... | #xˈɒldʊ# | *#xˈɒldʊ# | *#xˈɒldʊ# | *#xˈaːld# {GOLD: >*} | *#hˈaːld# | *#hˈald# | *#hˈald# | *#hˈald# {GOLD: #flˠˈad#}
455    | ... | ... | ... | ... | ... | ... | #wˌɒlkˈɒwʊ# | *#wˌɒlkˈɒwʊ# | *#wˌɒlkˈɒwʊ# | *#wˌaʎkˈaw# {GOLD: >*} | *#wˌaʎkˈaw# | *#wəjkˈaw# | *#wəjkˈaw# | *#wəjkˈaw# {GOLD: #valˠkˈua̯#}
456    | ... | ... | ... | ... | ... | ... | #sʊwˌɪrstɪnˈikʊ# | *#ʃʊwˌɪrʃtɪnˈikʊ# | *#ʃʊwˌɪrʃtɪnˈikʊ# | *#ʃwˌɪrʃtnˈik# {GOLD: >*} | *#ʃwˌɪɾʃtnˈik# | *#ʃwəɾʃtnˈik# | *#ʃwəɾt͡ʃtnˈik# | *#ʃwəɾt͡ʃtnˈik# {GOLD: #vəʃnˈik#}
457    | ... | ... | ... | ... | ... | ... | #wˌɪrtˈætɪ# | *#wˌɪrtˈætɪ# | *#wˌɪrtˈætɪ# | *#wˌɪrtˈɛt# {GOLD: >*} | *#wˌɪɾtˈɛt# | *#wəɾtˈɛt# | *#wəɾtˈɛt# | *#wəɾtˈɛt# {GOLD: #vəɾtˈit#}
458    | ... | ... | ... | ... | ... | ... | ... | ... | #sʊβˌɪrstɪnˈikʊ# | *#svˌɪrstnˈik# {GOLD: >*} | *#svˌɪɾstnˈik# | *#svəɾstnˈik# | *#svəɾstnˈik# | *#svəɾstnˈik# {GOLD: #vəɾsnˈik#}
459    | ... | ... | ... | ... | ... | ... | #wˌɪrwˈitɪ# | *#wˌɪrwˈitɪ# | *#wˌɪrwˈitɪ# | *#wˌɪrvˈit# {GOLD: >*} | *#wˌɪɾvˈit# | *#wəɾvˈit# | *#wəɾvˈit# | *#wəɾvˈit# {GOLD: #vəɾvˈit#}
460    | ... | ... | ... | ... | ... | ... | #wˌɪrbɪnˈikʊ# | *#wˌɪrbɪnˈikʊ# | *#wˌɪrbɪnˈikʊ# | *#wˌɪrbnˈik# {GOLD: >*} | *#wˌɪɾbnˈik# | *#wəɾbnˈik# | *#wəɾbnˈik# | *#wəɾbnˈik# {GOLD: #vəɾmˈik#}
461    | ... | ... | ... | ... | ... | ... | ... | ... | #βrˈət͡ʃβɑ# | *#vrˈəːt͡ʃvə# {GOLD: >*} | *#vɾˈəːt͡ʃvə# | *#vɾˈət͡ʃvə# | *#vɾˈət͡ʃvə# | *#vɾˈət͡ʃvə# {GOLD: #vˈəɾt͡ʃə#}
462    | ... | ... | ... | ... | ... | ... | ... | ... | #βˈɪrstɑ# | *#vˈɪːrstə# {GOLD: >*} | *#vˈɪːɾstə# | *#vˈɪɾstə# | *#vˈɪɾstə# | *#vˈɪɾstə# {GOLD: #vˈəɾsə#}
463    | ... | ... | ... | ... | ... | ... | ... | #βˌɛlˈɛnt͡sa# | *#βˌɛlˈɛnt͡sa# | *#vˌɛlˈɛ̃ːt͡sə# {GOLD: >*} | *#vˌɛlˈɛ̃ːt͡sə# | *#vəlˈɛt͡sə# | *#vəlˈɛt͡sə# | *#vəlˈɛt͡sə# {GOLD: #vɛlˈɛnd͡zə#}
464    | ... | ... | ... | ... | ... | ... | ... | ... | #βˈædrɒ# | *#vˈɛdrə# {GOLD: >*} | *#vˈɛdɾə# | *#vˈɛdɾə# | *#vˈɛdɾə# | *#vˈɛdɾə# {GOLD: #vˈɛdəɾ#}
465    | ... | ... | ... | ... | ... | ... | #wˌirˈɒwʊ# | *#wˌirˈɒwʊ# | *#wˌirˈɒwʊ# | *#wˌirˈaw# {GOLD: #βˌiɾˈuo̯#} | *#wˌiɾˈaw# | *#wəɾˈaw# | *#wəɾˈaw# | *#wəɾˈaw# {GOLD: #viɾˈua̯#}
466    | ... | ... | ... | ... | ... | ... | ... | ... | #βˈiʃɪɲɑ# | *#vˈiːʒɲə# {GOLD: >*} | *#vˈiːʒɲə# | *#vˈiʒɲə# | *#vˈiʒɲə# | *#vˈiʒɲə# {GOLD: #vˈiʃɲə#}
467    | ... | ... | ... | ... | ... | ... | ... | ... | #βˈɨdrɑ# | *#vˈidrə# {GOLD: >*} | *#vˈidɾə# | *#vˈidɾə# | *#vˈidɾə# | *#vˈidɾə# {GOLD: #vˈidəɾ#}
468    | ... | ... | ... | ... | ... | ... | ... | ... | #βˈiskʊ# | *#vˈiːsk# {GOLD: >*} | *#vˈiːsk# | *#vˈisk# | *#vˈisk# | *#vˈisk# {GOLD: #vˈisk#}
469    | ... | ... | ... | ... | ... | ... | #ˈɒkɒlʊ# | *#ˈɒkɒlʊ# | *#ˈɒkɒlʊ# | *#hˈakal# {GOLD: >*} | *#hˈakal# | *#hˈakal# | *#hˈakal# | *#hˈakal# {GOLD: #vˈɔkulˠ#}
470    | ... | ... | ... | ... | ... | ... | ... | ... | #wˈɒʎɑ# | *#wˈaːʎə# {GOLD: >*} | *#wˈaːʎə# | *#wˈajə# | *#wˈajə# | *#wˈajə# {GOLD: #vˈɔlə#}
471    | ... | ... | ... | ... | ... | ... | #ˈɒbɑɡ# | *#ˈɒbɑɡ# | *#ˈɒbɑɡ# | *#hˈabaɡ# {GOLD: #βˈɒbəɡ#} | *#hˈabaɡ# | *#hˈabaɡ# | *#hˈabaɡ# | *#hˈabaɡ# {GOLD: #vˈɔbəɡ#}
472    | ... | ... | ... | ... | ... | ... | #wˌʊlkɒdlˈɑkʊ# | *#wˌʊlkɒdlˈɑkʊ# | *#wˌʊlkɒdlˈɑkʊ# | *#wˌʊʎkadlˈak# {GOLD: >*} | *#wˌʊʎkadlˈak# | *#wˌʊjkədlˈak# | *#wʊjkədlˈak# | *#wʊjkədlˈak# {GOLD: #vuɾkɔlˠˈak#}
473    | ... | ... | ... | ... | ... | ... | #wˈɒrnʊ# | *#wˈɒrnʊ# | *#wˈɒrnʊ# | *#wˈaːrn# {GOLD: #βɾˈɑ̃ɾ̃#} | *#wˈaːɾn# | *#wˈaɾn# | *#wˈaɾn# | *#wˈaɾn# {GOLD: #vɾˈəɾ#}
474    | ... | ... | ... | ... | ... | ... | ... | ... | #βˈərlʊ# | *#vˈəːrl# {GOLD: >*} | *#vˈəːɾl# | *#vˈəɾl# | *#vˈəɾl# | *#vˈəɾl# {GOLD: #vɾˈulˠ#}
475    | ... | ... | ... | ... | ... | ... | #ˌɒwɪrˈɑɡɑ# | *#ˌɒwɪrˈɑɡɑ# | *#ˌɒwɪrˈɑɡɑ# | *#hˌawrˈaɡə# {GOLD: >*} | *#hˌawɾˈaɡə# | *#həwɾˈaɡə# | *#həwɾˈaɡə# | *#həwɾˈaɡə# {GOLD: #vrˈaɡə#}
476    | ... | ... | ... | ... | ... | ... | ... | ... | #mˌɑxnˈitɪ# | *#mˌaxnˈit# {GOLD: >*} | *#mˌahnˈit# | *#məhnˈit# | *#məhnˈit# | *#məhnˈit# {GOLD: #mahnˈit#}
477    | ... | ... | ... | ... | ... | ... | #mˌɒtˈɯkɑ# | *#mˌɒtˈɯkɑ# | *#mˌɒtˈɯkɑ# | *#mˌatˈukə# {GOLD: >*} | *#mˌatˈukə# | *#mətˈukə# | *#mətˈukə# | *#mətˈukə# {GOLD: #matˈukə#}
478    | ... | ... | ... | ... | ... | ... | ... | ... | #mˌɑrˈænɑ# | *#mˌarˈɛ̃ːnə# {GOLD: >*} | *#mˌaɾˈɛ̃ːɾə# | *#məɾˈɛɾə# | *#məɾˈɛɾə# | *#məɾˈɛɾə# {GOLD: #maɾˈɛnə#}
479    | ... | ... | ... | ... | ... | ... | ... | ... | #mˈɑkʊ# | *#mˈak# {GOLD: >*} | *#mˈak# | *#mˈak# | *#mˈak# | *#mˈak# {GOLD: #mˈak#}
480    | ... | ... | ... | ... | ... | ... | ... | ... | #mˈɑt͡ʃɑ# | *#mˈaːt͡ʃə# {GOLD: >*} | *#mˈaːt͡ʃə# | *#mˈat͡ʃə# | *#mˈat͡ʃə# | *#mˈat͡ʃə# {GOLD: #mˈat͡ʃə#}
481    | ... | ... | ... | ... | ... | ... | ... | ... | #mˈɑtʊkɑ# | *#mˈatkə# {GOLD: >*} | *#mˈatkə# | *#mˈatkə# | *#mˈatkə# | *#mˈatkə# {GOLD: #mˈatkə#}
482    | ... | ... | ... | ... | ... | ... | ... | ... | #mˈɑt͡sɑ# | *#mˈaːt͡sə# {GOLD: >*} | *#mˈaːt͡sə# | *#mˈat͡sə# | *#mˈat͡sə# | *#mˈat͡sə# {GOLD: #mˈat͡sə#}
483    | ... | ... | ... | ... | ... | ... | ... | ... | #mˈɑzɑ# | *#mˈaːzə# {GOLD: >*} | *#mˈaːzə# | *#mˈazə# | *#mˈazə# | *#mˈazə# {GOLD: #mˈazə#}
484    | ... | ... | ... | ... | ... | ... | #mˌɒɡˈɯlɑ# | *#mˌɒɡˈɯlɑ# | *#mˌɒɡˈɯlɑ# | *#mˌaɡˈuːlə# {GOLD: >*} | *#mˌaɡˈuːlə# | *#məɡˈulə# | *#məɡˈulə# | *#məɡˈulə# {GOLD: #məɡˈulˠə#}
485    | ... | ... | ... | ... | ... | ... | #mˌɛrʃˈinɑ# | *#mˌɛrʃˈinɑ# | *#mˌɛrʃˈinɑ# | *#mˌɛrʃˈĩːnə# {GOLD: >*} | *#mˌɛɾʃˈĩːɾə# | *#məɾʃˈiɾə# | *#məɾʃˈiɾə# | *#məɾʃˈiɾə# {GOLD: #məɾʃˈinə#}
486    | ... | ... | ... | ... | ... | ... | ... | ... | #mˌərzˈitɪ# | *#mˌərzˈit# {GOLD: >*} | *#mˌəɾzˈit# | *#məɾzˈit# | *#məɾzˈit# | *#məɾzˈit# {GOLD: #məɾzˈit#}
487    | ... | ... | ... | ... | ... | ... | ... | ... | #mˌərmərˈitɪ# | *#mˌərmərˈit# {GOLD: >*} | *#mˌəɾmbəɾˈit# | *#mˌəɾmbəɾˈit# | *#məɾmbəɾˈit# | *#məɾmbəɾˈit# {GOLD: #məɾməɾˈit#}
488    | ... | ... | ... | ... | ... | ... | ... | ... | #mˌɛtˈɑdlɒ# | *#mˌɛtˈadlə# {GOLD: >*} | *#mˌɛtˈadlə# | *#mətˈadlə# | *#mətˈadlə# | *#mətˈadlə# {GOLD: #mɛtˈalɛ#}
489    | ... | ... | ... | ... | ... | ... | ... | ... | #mˈælɑ# | *#mˈɛːlə# {GOLD: >*} | *#mˈɛːlə# | *#mˈɛlə# | *#mˈɛlə# | *#mˈɛlə# {GOLD: #mˈɛlˠə#}
490    | ... | ... | ... | ... | ... | ... | ... | ... | #mˈærɑ# | *#mˈɛːrə# {GOLD: >*} | *#mˈɛːɾə# | *#mˈɛɾə# | *#mˈɛɾə# | *#mˈɛɾə# {GOLD: #mˈɛɾə#}
491    | ... | ... | ... | ... | ... | ... | #mˌælˈinʊkɑ# | *#mˌælˈinʊkɑ# | *#mˌælˈinʊkɑ# | *#mˌɛlˈĩːnkə# {GOLD: >*} | *#mˌɛlˈĩːnkə# | *#məlˈinkə# | *#məlˈinkə# | *#məlˈinkə# {GOLD: #milˈiŋɡə#}
492    | ... | ... | ... | ... | ... | ... | ... | ... | #mˈɨtɒ# | *#mˈitə# {GOLD: >*} | *#mˈitə# | *#mˈitə# | *#mˈitə# | *#mˈitə# {GOLD: #mˈitə#}
493    | ... | ... | ... | ... | ... | ... | ... | ... | #mˌɒtɒβˈidlɒ# | *#mˌatavˈidlə# {GOLD: >*} | *#mˌatavˈidlə# | *#mˌatəvˈidlə# | *#matəvˈidlə# | *#matəvˈidlə# {GOLD: #mɔtɔvˈilɛ#}
494    | ... | ... | ... | ... | ... | ... | #mˌɒldˈikɑ# | *#mˌɒldˈikɑ# | *#mˌɒldˈikɑ# | *#mˌaldˈikə# {GOLD: >*} | *#mˌaldˈikə# | *#məldˈikə# | *#məldˈikə# | *#məldˈikə# {GOLD: #mɔlˈikə#}
495    | ... | ... | ... | ... | ... | ... | #mˌʊdɪlˈitɪ# | *#mˌʊdɪlˈitɪ# | *#mˌʊdɪlˈitɪ# | *#mˌʊdlˈit# {GOLD: >*} | *#mˌʊdlˈit# | *#mədlˈit# | *#mədlˈit# | *#mədlˈit# {GOLD: #mɔlˈit#}
496    | ... | ... | ... | ... | ... | ... | ... | ... | #mˌɒlˈit͡sɑ# | *#mˌalˈiːt͡sə# {GOLD: >*} | *#mˌalˈiːt͡sə# | *#məlˈit͡sə# | *#məlˈit͡sə# | *#məlˈit͡sə# {GOLD: #mɔlˈit͡sə#}
497    | ... | ... | ... | ... | ... | ... | ... | ... | #mˌɒrˈɑt͡ʃɑ# | *#mˌarˈaːt͡ʃə# {GOLD: >*} | *#mˌaɾˈaːt͡ʃə# | *#məɾˈat͡ʃə# | *#məɾˈat͡ʃə# | *#məɾˈat͡ʃə# {GOLD: #mɔɾˈat͡ʃə#}
498    | ... | ... | ... | ... | ... | ... | #mˌɒrβˈit͡sɑ# | *#mˌɒrβˈit͡sɑ# | *#mˌɒrβˈit͡sɑ# | *#mˌarvˈiːt͡sə# {GOLD: >*} | *#mˌaɾvˈiːt͡sə# | *#məɾvˈit͡sə# | *#məɾvˈit͡sə# | *#məɾvˈit͡sə# {GOLD: #mɔɾɔvˈit͡sə#}
499    | ... | ... | ... | ... | ... | ... | ... | #mˌɒɾɒβˈinɑ# | *#mˌɒɾɒβˈinɑ# | *#mˌaɾavˈĩːnə# {GOLD: >*} | *#mˌaɾavˈĩːɾə# | *#mˌaɾəvˈiɾə# | *#maɾəvˈiɾə# | *#maɾəvˈiɾə# {GOLD: #mɔɾɔvˈinə#}
500    | ... | ... | ... | ... | ... | ... | ... | ... | #mˌɒrɪnˈit͡sɑ# | *#mˌarnˈiːt͡sə# {GOLD: >*} | *#mˌarˈiːt͡sə# | *#mərˈit͡sə# | *#mərˈit͡sə# | *#mərˈit͡sə# {GOLD: #mɔɾnˈit͡sə#}
501    | ... | ... | ... | ... | ... | ... | ... | ... | #mˈɒlɪ# | *#mˈaːl# {GOLD: >*} | *#mˈaːl# | *#mˈal# | *#mˈal# | *#mˈal# {GOLD: #mˈɔl#}
502    | ... | ... | ... | ... | ... | ... | ... | ... | #mˈɒrɑ# | *#mˈaːrə# {GOLD: >*} | *#mˈaːɾə# | *#mˈaɾə# | *#mˈaɾə# | *#mˈaɾə# {GOLD: #mˈɔɾə#}
503    | ... | ... | ... | ... | ... | ... | ... | #mˌʊʒˈɪ̃nɪskɑ# | *#mˌʊʒˈɪ̃nɪskɑ# | *#mˌʊʒˈɪː̃skə# {GOLD: >*} | *#mˌʊʒˈɪː̃skə# | *#məʒˈɪskə# | *#məʒˈɪskə# | *#məʒˈɪskə# {GOLD: #muʒˈənt͡skə#}
504    | ... | ... | ... | ... | ... | ... | #mˈʊzɡɒ# | *#mˈʊzɡɒ# | *#mˈʊzɡɒ# | *#mˈɔːʷzɡə# {GOLD: >*} | *#mˈɔːʷzɡə# | *#mˈʊzɡə# | *#mˈʊzɡə# | *#mˈʊzɡə# {GOLD: #mˈuzɡə#}
505    | ... | ... | ... | ... | ... | ... | ... | ... | #ˌɛmpˈɒrijɑ# | *#hˌɛ̃mpˈaːriː# {GOLD: >*} | *#hˌɛ̃mpˈaːɾiː# | *#həmpˈaɾi# | *#həmpˈaɾi# | *#həmpˈaɾi# {GOLD: #mbˈɔɾjɛ#}
506    | ... | ... | ... | ... | ... | ... | #ɪnbˌuxˈɑtɪ# | *#ɪnbˌuxˈɑtɪ# | *#ɪnbˌuxˈɑtɪ# | *#nbˌuxˈat# {GOLD: >*} | *#nbˌuhˈat# | *#nbəhˈat# | *#nbəhˈat# | *#nbəhˈat# {GOLD: #mbufˈat#}
507    | ... | ... | ... | ... | ... | ... | #ɪnpˈɒrzdɪnʊ# | *#ɪnpˈɒrzdɪnʊ# | *#ɪnpˈɒrzdɪnʊ# | *#npˈaːrzdn# {GOLD: >*} | *#npˈaːɾzdn# | *#npˈaɾzdn# | *#npˈaɾzdn# | *#npˈaɾzdn# {GOLD: #mbɾˈazən#}
